"transaction_id";"account_id";"merchant_id";"amount_usd";"transaction_date"
"TXN5DJG76OCG3H87K";"ACCVY7ZO23NN47X";"MERS3692Y8Z3232";946.8;"2022-10-23 16:23:42"
"TXN0DCLVS4TK85BKW";"ACC410JJE8393VT";"MER214SMUGYGIJL";9758.77;"2019-08-09 10:20:10"
"TXNX791PJP1JPQIKF";"ACCNO7619R2816H";"MERSDIEJM9YIH3Z";7224.46;"2021-02-05 03:40:49"
"TXNM2QS861COIC41K";"ACCWHVAKH3QX35B";"MERHJBUE2SHKTRW";7753.55;"2019-12-13 17:39:38"
"TXN54YBHSW8CTCL4G";"ACCLHM2XQZH4Q15";"MER2IPX8EGQR0IL";7831.58;"2025-08-22 20:35:42"
"TXNTOPMVUU0VH6M8U";"ACCPDOK22ZOL0SV";"MERRBUF6CL0YGJ4";1864.65;"2022-10-27 08:39:19"
"TXNHNPKE2KR84SO5F";"ACC14CLC2ZFLMSW";"MERKLCAR2JXG4JQ";9227.26;"2021-11-23 09:52:33"
"TXNF1NE8M2MMACZGB";"ACCI7W8WE2Z0KSV";"MERXFB2BIRYUI9U";7642.84;"2022-12-20 20:03:24"
"TXNFRERLW2HD4NW1J";"ACC4VQW0S1AZWEE";"MEREUZF8T3C09JK";8598.72;"2024-01-01 11:12:04"
"TXNPLYK052F8VAJGY";"ACCMW3N2RF2NRIE";"MER9LVENPQ3TLZY";4523.92;"2022-04-08 18:17:10"
"TXNKJ4YOO52GH4KY3";"ACCOTH1SS1542AO";"MERRS4EXL65WNRE";7506.75;"2022-07-11 04:34:16"
"TXNUAXGOSZZZDL6B6";"ACCKC714TUOO98O";"MERVOWB48IDW4IY";7789.39;"2024-02-20 03:08:55"
"TXNHJF78UG7R1UVZL";"ACCH3SG8FNR9Z0K";"MER0E076WEK19UZ";9591.0;"2022-09-26 22:50:53"
"TXN29LHTJLDXK3B6H";"ACCF5XM8C1GMHR1";"MERBJP7KH3PQAS6";5992.76;"2019-12-17 04:03:27"
"TXN815BJ9YOJ7SVHN";"ACCMKHFTWVHSMGE";"MER807E0JO17C7C";2643.17;"2023-08-07 22:40:14"
"TXNP56CDWPZG1AZJ9";"ACCZMJH5V7SF2IC";"MERYY5D7285ZU9X";5956.68;"2021-12-10 06:19:02"
"TXNGVIPYQOZMM344H";"ACCGR11GF5US2OG";"MERMAUWHCFXMMX5";5465.7;"2021-02-07 10:16:12"
"TXNS5XH577H8BGF43";"ACC4OJ8NA4EJEDN";"MER7BT61SESOVEB";6095.15;"2021-06-19 22:21:45"
"TXNOFO08BBB187S0T";"ACC02TUM0I597AS";"MERYT0OH2VA3D86";3647.1;"2022-05-26 21:34:28"
"TXNBHZTTT87KDZKN3";"ACC9R62D42NPF9A";"MER8W99FEZ66EGR";6718.16;"2025-05-17 20:20:59"
"TXNSDVXXVKK7RP1RV";"ACCNIJNMM34LLGM";"MERNK0YAAXW4WB3";4031.01;"2021-12-31 23:48:42"
"TXNC2AV20MEWCZ53E";"ACCXGB39DOGZIW8";"MERXNAQ0E1GRYG1";5528.62;"2022-12-25 09:58:14"
"TXNTIV1O8BPC9AMBY";"ACCF4M1JPKG6L0U";"MER51FS5BFYJ71I";1513.73;"2024-06-02 20:48:20"
"TXNCY953QGRZ6JRIG";"ACCXOXFQ1X3W99R";"MER5ZX24C2KQ4U2";3650.71;"2021-01-13 03:03:44"
"TXN17T827R12JIF60";"ACCWKVSUXASNMSA";"MERCXILN67E54RX";4353.01;"2020-04-07 17:39:46"
"TXNRQO5FGBXY14LHN";"ACCQ5XUQDTYJZ3A";"MERERXT8X0GOEK4";4334.23;"2024-03-25 07:15:32"
"TXNAKSTUDBG0Q58S0";"ACCES5HL41XW28C";"MER20RN8P96RWZB";8182.08;"2023-06-25 13:52:13"
"TXN6FE5W6WFEPVP8M";"ACCP19MV5WNSCNW";"MER2KBLY3OHIJ95";791.67;"2020-11-22 00:29:26"
"TXNJCDDYZBDBLB0YU";"ACCHDVB58U0AR3K";"MERBRGMGKHY7YPH";6676.44;"2023-01-15 00:02:45"
"TXNHED6C5HWC6XD5E";"ACCL6SKT98TRPBO";"MEROBWLWUFU06RV";5574.58;"2024-02-22 02:51:53"
"TXNUAPWHTWTRBSRHL";"ACCL7D4S6IU7T47";"MERRT7Z2632XTYH";3193.22;"2019-02-10 21:03:35"
"TXN517XBXT3R5MTVH";"ACCAX3HHWHCJDZT";"MER5OQOREZMOORH";6855.44;"2020-05-23 09:32:10"
"TXNXRPA93B3OWFCL5";"ACCLCUTUIPFOPYZ";"MER56K1JXICV8ST";7170.45;"2022-06-15 11:30:53"
"TXNQLKQ1GLDXMY6OD";"ACCY2WHLR3JG0I6";"MERDECX2M0KTWDW";1254.97;"2021-11-17 21:08:47"
"TXNGADOR1AVQOWJ9V";"ACCYYPXLUZFV6U9";"MERIC7HIZ7R2Z28";9280.37;"2019-03-01 20:36:05"
"TXNNJCP230588ZG62";"ACCR8BZ2VI5LHRD";"MER8OJCYZAPKVC5";7342.66;"2024-10-21 03:08:23"
"TXN1FYHP07I6FS41O";"ACC6JM9ZR0UZF9W";"MER4LGJWRSNCP3C";2782.15;"2024-06-05 15:20:40"
"TXNYB0VIUGLVU2UVV";"ACCV0LYUHXGG4Z0";"MERAZJ2RRNAPBTY";8316.08;"2021-02-20 12:33:18"
"TXNXS1P1PXYM777T7";"ACCS2QTQ9V7GTQO";"MERWEDJP4LF8XOU";6511.58;"2025-02-20 22:54:37"
"TXNT2VXW4PSKJ46SA";"ACC6S6OIYKNGLD9";"MER95HRGQ9QBNHW";4340.66;"2020-08-18 08:41:09"
"TXN0KDAP2W71XQ99B";"ACC24G4SADTTIN8";"MERGM53ELTISICT";4615.15;"2023-04-27 04:35:35"
"TXNQMFGGCPCDNHKPD";"ACCPT2Y9FNWR7MJ";"MERRG30F1RXWKQP";5727.92;"2020-01-26 04:48:24"
"TXN1S8433X5A451NI";"ACC55JZBG9O7OKO";"MERAK3WK2LUORTS";6534.78;"2020-07-04 09:22:49"
"TXNO5691S1SJ7C2GZ";"ACCOMLSM2MP8J2D";"MER5RWDEE815GYC";4524.72;"2024-04-10 23:17:33"
"TXNHBM6V9HXVX37FN";"ACCAXD7PZRHZ66K";"MER5715RT7QQK4R";6214.24;"2023-12-09 21:07:14"
"TXNVAOYPL538DX4IU";"ACC5E5B977LPVIC";"MERPF2XKOX6FMS7";3295.01;"2024-02-07 07:29:31"
"TXNP6P616AJTQCL2H";"ACC3G5NJTK5FE7W";"MERTIXFBUHVO98U";7638.0;"2021-04-12 03:36:04"
"TXNK3REGKPMPSJ59G";"ACCLDN5CVU1PKBR";"MER68D2T7GX1IUB";4220.0;"2021-10-27 06:57:21"
"TXNMJIBNMQBY02ZIF";"ACCVN4PDZY1MDKF";"MEROKDJTKBB8JG5";204.01;"2024-02-17 03:01:00"
"TXNMHMI3KX13I16E2";"ACCC284YT5OG3PE";"MERPRO25NSNXYFV";17.26;"2025-03-01 15:07:16"
"TXNICUPDG4IFRAG7Z";"ACCPCN2WQ7X8C5Z";"MERVGXEE7FNZQY0";4771.93;"2025-02-06 02:11:09"
"TXNES906P8Z22W2QP";"ACCCCWYGGRSRYAS";"MERG6MH46GXCRLA";2773.16;"2023-02-14 07:57:25"
"TXNBEMRI1888AGKA8";"ACCNSLTN505SZ3W";"MERER6YPIA2IENR";2999.78;"2020-12-16 06:02:19"
"TXNJNBVTTU4S99JED";"ACC4NP5BFWCUY48";"MERN1HI2S9TS7AS";7221.4;"2024-01-16 17:30:57"
"TXNQ6WUSAYHNGNT61";"ACCSEK2F0JF3O4U";"MERJDGOX5RZAANM";1494.97;"2025-09-23 02:20:18"
"TXNW1IICJYI9XAIAQ";"ACCFTTB9WBNAJGB";"MERSWXCV1P98VZW";1234.75;"2023-08-31 17:38:33"
"TXNV7XUBNXSC2TWTH";"ACC42K43JU4VRQ3";"MEROHP2RVGM5628";7586.33;"2022-08-24 09:27:28"
"TXN36IDTW7CJMX0M8";"ACCOW1UN4TS2NXU";"MERFUC2I4NROKJ1";4172.36;"2024-09-18 17:37:41"
"TXNKP4LZXKG3LZ6JO";"ACCEIN6JCW3Z25P";"MER19UKXQRPKCPB";5587.27;"2021-06-14 20:09:30"
"TXNJUPSKO8HBMOT8G";"ACCBEQQIRZEDD8B";"MERQUV5R48GBJNS";341.7;"2022-05-28 07:45:50"
"TXN1ALYTFQAAP8ADX";"ACCYDW9U0SNVB9D";"MER40ENN5CC7F9H";7912.3;"2021-08-11 02:31:21"
"TXNSE35JGJ653YLIM";"ACC1YJJ79CCY4JT";"MERT3FNYIH5ELI6";8464.79;"2019-08-25 15:34:23"
"TXNKSFF3KJQK63GUD";"ACC68WUU02JKXYX";"MERF5KN9AVXUBU9";1390.96;"2019-05-04 19:20:24"
"TXNFSIBS2NOCO3QOR";"ACCRDW0MXPMBHNW";"MERGZ3JUBIL41EX";8623.21;"2021-04-25 14:52:07"
"TXN25UUW0AWR34P6S";"ACCC9LEP4X1AFTG";"MERBOJ5DIRH0LMG";502.62;"2021-02-04 03:24:11"
"TXNC139QAGGZVOZKG";"ACCRESDOBP7VRHY";"MERQG74GFLBN7QY";1532.25;"2023-01-30 05:13:27"
"TXNY0L02P3FYIZXJV";"ACCM6JSHA4C4GJF";"MERDLCEAEJY0152";3843.0;"2022-12-22 00:51:20"
"TXNQ1K89OXW0L0ZDQ";"ACC6ELT8WSJUVUL";"MERK8S4KK7X4TLO";3765.42;"2024-11-22 19:50:28"
"TXNQBGONJ2UYUYL0D";"ACCDJZJVF55PIUN";"MERU3JDRSN36MRL";5124.76;"2021-12-07 02:33:48"
"TXNHXMFST2SRGP4WW";"ACCPURYN7SX6COT";"MER3VLFUDFI1PYN";910.7;"2019-08-02 21:03:29"
"TXNW12SAE7FG69TBH";"ACC973PKNHBY5GC";"MERF1C1VZQAMQ4Z";9464.9;"2020-01-04 21:03:07"
"TXNJ6AVF3I6TBCZPI";"ACC2EY51QAWOKXF";"MERGQH227YRPBHV";7990.08;"2025-10-20 11:54:35"
"TXNFFUF7OYKVJCX3J";"ACCMV84N55UIO6K";"MER71D960GPOMNA";4366.36;"2022-01-31 01:58:00"
"TXN633F5UYJ2HNF7F";"ACCG3W23LQZVLOH";"MERRRI9UL4L3DQM";4695.62;"2024-09-19 22:13:35"
"TXNZIKLGDLIB9YBD8";"ACCOOAHHTSHXTZU";"MER877Z524CZION";1320.69;"2021-12-07 22:08:33"
"TXN3R8ALP8B2LUJSS";"ACCT40GAUXGX4BZ";"MERC660M07X0TGX";7811.56;"2023-07-13 06:35:30"
"TXNO0DKQ5DSFO57WY";"ACCBORVKP2LIKMD";"MER63S3OAQ0OEJZ";9995.52;"2019-08-10 00:46:06"
"TXNE66LDCFA7ZLDER";"ACC0QY4XXV5RY56";"MER7AZ672ALGH4B";1604.82;"2025-01-31 16:36:32"
"TXN68VYQIOU27OYJN";"ACCK0XYC2J7YVMD";"MER75TBHSUUA37Z";2785.18;"2019-08-27 12:16:37"
"TXNHZGJ0PDW4MKVU7";"ACCDRQ9Q73G1MIT";"MER6DAIT14IAAEL";89.1;"2023-04-02 08:34:47"
"TXN5YP7XQRFXK0NMX";"ACC2Y48YU6SY9AN";"MER3VFSFFWFVSAR";4897.99;"2021-12-25 20:16:41"
"TXNLG237JZ3PM7QTE";"ACCVXPYD1L5C80Q";"MERWJPCNRED78GQ";4982.4;"2022-07-10 15:05:00"
"TXNMCC9P3CZ332WMP";"ACCY7ACH95REWXD";"MERAF5MGM6VDEUC";9493.12;"2021-04-08 08:28:20"
"TXN1FE7OP1H3Y22EQ";"ACC041NQFGMQ0C2";"MER8AARUF47UKHL";6771.01;"2023-10-27 18:05:33"
"TXNGK355DS2GMPKUS";"ACCR50VNCPMH5PS";"MERVQRIX9L9F7UD";2831.41;"2020-09-02 20:55:16"
"TXN4N776B1CUE83Q5";"ACC5BXLJMRESLKT";"MER4WNNMVY7CXZ9";8435.09;"2023-02-02 22:08:52"
"TXN5DKWUJEGZU0XLO";"ACCJBWL6O93FFW0";"MERBPLJJ61KO45E";7243.33;"2024-04-24 23:05:11"
"TXN4HTFHL8QAOAFKC";"ACC7FNK8MNK48BT";"MERTBOAD6NJKEFM";6142.24;"2024-06-21 23:41:12"
"TXNCJV0K02HG0YY8G";"ACC4G4Y7O7KMZLZ";"MER9IQN7PAMBFNU";4124.58;"2025-05-15 05:44:32"
"TXN0M5EY22VFOBY6O";"ACCQQH8RUWHJNZH";"MER6UJVP4BIDNXI";695.48;"2021-06-20 03:27:14"
"TXNM98U8I5FQ5KAF8";"ACC08MECG98LACS";"MER008Y63JK0BUX";6308.32;"2021-09-11 16:26:58"
"TXNKAXYCUPIOA7GOD";"ACC6WXCAP3J44U0";"MERNS74JCQNPPQ2";2812.92;"2025-02-14 04:56:52"
"TXNTYLQSTJRSXLQ5J";"ACCCI57JEHYVMOL";"MERPOAUSIOG4T0J";174.55;"2019-05-07 23:48:43"
"TXNN3QXXT0SOBOKV7";"ACCSZGMMX8TYDI6";"MERLA8SGDNM0407";4576.34;"2020-09-02 18:50:30"
"TXNGH0YLLCHRUARZV";"ACC0TWUSIOTLSDB";"MERAV1E5LAFUHBP";7470.85;"2022-09-14 02:33:10"
"TXN2IBPOJR27580QF";"ACCLO0XRX2DO9O9";"MERI6Z6C4F9LM92";8700.78;"2025-03-29 17:29:20"
"TXNNYPNGQIY40SXBD";"ACC8W44XWF1J7CY";"MERQ1VXCDWU2346";8533.22;"2021-07-02 11:46:22"
"TXNUV4FC7PXPNSR36";"ACCYMQDQDTRJF1A";"MER9FM8B3O9L935";2883.74;"2024-02-03 19:30:54"
"TXNM2P7TO6J3HGU3T";"ACCS7BD3E72BZQ7";"MER05A6VRALXXPF";7376.6;"2025-12-11 02:38:56"
"TXNNRMMPXKD697LLR";"ACCRSNDL7QVBL9E";"MERSTNE2UM784VY";9320.36;"2020-07-20 06:41:14"
"TXN6ET3C5E0MU9YO4";"ACCC5QYPHH7O04W";"MERE821VNLNYWNM";376.93;"2024-06-17 04:56:09"
"TXNRXQQEE1MBMOME3";"ACC5BRYL9JKCI0A";"MER1SG6CYBO0VFR";408.84;"2020-04-01 14:33:44"
"TXN4C5D9BHJO3GKF6";"ACCE17YXIAFQ8EW";"MEREQK3PSV9E2VY";1440.85;"2022-04-20 06:28:50"
"TXNSNCJHDT8UESN9Z";"ACCPOFLDHMTLENB";"MERU54B3MK5O5AZ";5010.57;"2024-06-07 06:13:06"
"TXN44TDPDPA571RF9";"ACCHSEFJJOJOBGK";"MERFK7CIGWDY2JX";7686.3;"2019-11-23 00:44:32"
"TXNNF9DCKZM738769";"ACCO2E1A2NUYQ9A";"MERMIOMX0289F7G";6636.63;"2020-10-14 12:57:07"
"TXNABW4UDB0XF26FF";"ACCHK7RGUJJBI7C";"MERDTIY0ONF5KK3";1628.25;"2025-01-06 08:03:26"
"TXNWSI6K4EOB2L85D";"ACCA2ABD9HABU5U";"MERRS4EXL65WNRE";8229.68;"2019-03-17 03:58:26"
"TXNT1NTBIWSM2T2GB";"ACC2O1JMZUEDJ5F";"MERIU7W11HMSKAI";3219.85;"2020-06-06 00:50:47"
"TXN4NXVGT5MHOMD5Y";"ACCPG6NGV3Q5PUD";"MER3LICH8BPUWML";391.92;"2024-02-16 10:46:29"
"TXNQAT4XTBQOEAHZH";"ACC7ANR2BP0LNR1";"MERX3JG2WA1FN4O";2483.42;"2021-01-13 08:30:14"
"TXNFOF2IR9J29OBC5";"ACCIXYBW2D8A19Q";"MERNMSJMTSLCISN";1482.89;"2025-06-09 14:59:48"
"TXNXETB3C3XLM9M84";"ACC5J5NS3UL8EYN";"MER6KW5T9RUVBO2";7935.71;"2021-04-22 14:05:48"
"TXN812G3AKV0NH4RM";"ACCOH5RIXK72YVJ";"MER4UH0CVGIMVMM";9318.76;"2022-08-27 06:21:31"
"TXN1AE630337SB8QX";"ACCXCQMVMO3QZMM";"MERX4JR7Q91GLUG";5442.82;"2025-02-19 13:33:23"
"TXNKKW8XWB6Z8H8E0";"ACCVWEFQCBG1HBL";"MERGM1X9IMY3HQQ";6122.54;"2019-07-27 16:05:42"
"TXN8FF8IXY50O2YYM";"ACCN3A70IREK1TM";"MER1K4P13C53ZY6";5827.76;"2019-05-22 17:03:55"
"TXNJOO03RWWW190SS";"ACCEQWI79K5EH4C";"MERZ7F83XAAN8MD";2436.81;"2024-09-01 09:06:19"
"TXNNSTUTNGJBVTWNL";"ACCKLXLNFN4AK7K";"MER0Y5QZL4T9764";4155.72;"2025-05-18 23:09:19"
"TXNAMM4G5SXH3OGKD";"ACC2Q2SLDE03EQM";"MER6AI8FMWKHE71";5712.03;"2023-09-25 23:36:36"
"TXN49IPRK6G5UNTUB";"ACCHNHC00CA38D2";"MERG3OIWOIJNRBZ";672.95;"2025-04-06 18:39:06"
"TXN41G65URZUODX70";"ACCECF1KWTJ8QY0";"MERMK0RIQ8M5XUE";4083.43;"2019-02-14 19:17:37"
"TXN6FL0WBJO7WJWTG";"ACCM27B2V1AUQCN";"MERAIQ79PAPHEO4";2273.34;"2024-09-22 06:16:46"
"TXNXREDX6IOPORRZK";"ACCG69APB1VND0E";"MER0KCDMUZ4L7GT";679.76;"2020-01-17 02:35:42"
"TXNTV4HOCG8J9CX0X";"ACCXZQ8TEFE1CQP";"MERVG1PIOU800NW";4171.09;"2022-11-16 21:06:05"
"TXN0I9LD0GSMS400H";"ACCUUO63ZR8S4B5";"MERSYT0ZLQV8K9Z";3596.99;"2025-04-13 02:38:07"
"TXNSXQ1S9ZPAF456I";"ACC9ZJYVVLTQVFH";"MERAL69IDPREVYQ";6189.74;"2023-01-03 02:58:18"
"TXN9SQQDWTJZ9GUL5";"ACCSSWDVEZ03WUY";"MERTC9EFQ1WZCMX";708.05;"2023-11-14 14:04:16"
"TXNRUNG59SNMTCM8I";"ACCIOLJU6ACU4HD";"MERKO1EDHLHZ42R";8688.23;"2024-05-02 12:10:51"
"TXNPZ83T5BF483UUZ";"ACCU7YIV5TNTUHK";"MERD2SV1G5259NN";1838.14;"2019-08-03 20:44:17"
"TXN5HYQ8IA3ZNISB8";"ACCS6BGFNYM8KOL";"MER8W8S1Q8IQB11";6528.06;"2023-08-27 05:36:25"
"TXN7R4S26P6D0Q8BW";"ACCX06LFM867558";"MEREAWATN0G7SX7";4338.61;"2024-04-24 10:15:43"
"TXNCHHVC9GMOV6KXS";"ACC9ILCGW1J4O1D";"MERUKFR5BZPONEB";8736.19;"2024-01-08 23:15:35"
"TXNMCGXV9CXCJ32JC";"ACCOKI8CADAM6MM";"MEREFUKBM4Q8I3F";6941.94;"2019-09-06 21:11:37"
"TXNV0EITWIGYOX5TB";"ACCPDFHGKKWQ7ZQ";"MERLR48B2JFES4D";3960.42;"2024-07-23 01:19:16"
"TXN74QF9KUQI045DP";"ACC5FSCAZ5ZG0QJ";"MERXUY7RU3NW1AA";3279.91;"2019-08-11 19:29:02"
"TXN0B3EUEO8NBA0S8";"ACC3HJMFI4BKQYJ";"MERA35U0ZPPM6WG";259.53;"2020-09-28 01:07:49"
"TXNZDFMH0B6BAVPSL";"ACCSVNRN7NFP9EO";"MERG4TZD7I06HOD";1102.0;"2020-05-07 06:10:39"
"TXNLK4S9WFIUTALMW";"ACCPZKW6XV0ZM7W";"MER68MS7X7YZ5IA";5922.72;"2019-05-01 06:48:24"
"TXN6L1ZJKCZACLVUT";"ACCKXVPIV4ZHODZ";"MERFCDNDAL3HZLT";6515.94;"2025-12-29 02:19:33"
"TXNPH1F5RV1PWWV8C";"ACCMJH5KCAV2S3X";"MERVK5KCOYVACF9";9912.33;"2021-03-07 02:34:16"
"TXNNPOZU2UF9S7CQS";"ACC60IT08L443OT";"MERRRC8300UPLEQ";7404.72;"2022-12-02 01:24:48"
"TXN3SA5EE6Z26LQPB";"ACCDW014DLX4XKA";"MER2F4VC5E75BJI";3647.73;"2019-08-08 11:31:45"
"TXNYBZ8CBZC9FCY8V";"ACCTJYG3H2LDTLT";"MEREFS641NEJQBF";7608.29;"2023-08-16 16:39:26"
"TXN142BGORWLXUQ6Q";"ACC2R6XYX8GUWO7";"MERAU91XILG5LOR";5463.34;"2024-07-26 23:46:55"
"TXN547SGEQAVXDSAW";"ACCB5Y6SWZ93Y79";"MERRT7Z2632XTYH";8985.42;"2019-06-03 06:26:25"
"TXNH5MOJH8WD8PTY3";"ACC3O0COON2J7JA";"MERADRSIHWUXPXR";625.28;"2022-08-04 01:17:10"
"TXNKWCHJTFW5Y0XB2";"ACC2RXSWHLTC5AT";"MERLEFMJHBQ70B7";7654.48;"2020-03-19 18:34:54"
"TXN02NHPCIQOVY4W5";"ACCR285WCH2HGTR";"MERJOTQQIR4VVNL";1625.52;"2025-10-21 14:23:02"
"TXNGJSLK8R7Y2LHB2";"ACCDL0IIAXS8X66";"MERUJZ9BFLPBDPK";4473.63;"2021-01-23 06:25:22"
"TXNYU41UPG15I476U";"ACCJHPVD9SPU3WI";"MER347LDQUDHEDL";3679.56;"2019-01-05 04:18:36"
"TXNNPMGP085MPWEEC";"ACCNUAGX6B9NGFR";"MERXQ1JNJMS65GO";4326.08;"2022-05-08 22:08:02"
"TXNQ9TBEM4LKZ739W";"ACCWKPZDWDPY1Z1";"MER0Z9ZLFQKJPAQ";2778.45;"2019-08-05 10:45:14"
"TXNG3GVG3BI4WX4XL";"ACC41PX1JDTP298";"MERHYS5BMXTESRK";3325.81;"2025-03-16 00:51:18"
"TXNYNPSTQEV7LV7YJ";"ACCPP0N3S7PTJLC";"MERT02JCQ50FSEF";3860.14;"2024-06-21 23:01:12"
"TXNQ8O02FGROWERQW";"ACCM2EGO4W3WPA3";"MERFEPTZ1L6TA83";8366.3;"2025-05-04 20:19:54"
"TXN6P9GXFU09T2YA2";"ACCYITT5N49I6DY";"MER0Z9ZLFQKJPAQ";3041.35;"2023-02-21 11:26:35"
"TXN5PAK7O47M5XRD0";"ACCJ4SCWWAGXXQX";"MERKXLIV8NNUQGP";5054.22;"2025-11-13 10:02:49"
"TXNGMWU4J0PGE87WJ";"ACC5X424PV9KV98";"MERPDLS9ZC6KBE1";415.36;"2025-05-23 23:02:04"
"TXNHVDF2LGL9712XM";"ACCBZJPURQRPVQD";"MERYRDGB2ICIFC4";1184.05;"2025-03-29 04:26:37"
